avg_sunshine,avg_rain,nitrogen,potash,phosphate,production
694,37.94166667,43619,2013,14120,325.06
593.1,32.78333333,47625,2038,15451,343.97
726.8,48.15,51952,1794,12972,342.39
492.1,27.63333333,55063,3194,15776,338.99
576.8,31.33333333,51968,3503,19449,253.26
766.7,41.55833333,44372,2937,10540,293.29
852,41.16666667,49565,2219,10782,292.83
1009.3,53.31666667,37817,2703,14060,327.75
858.5,70.85833333,39545,3560,15195,339.24
626.8,41.79166667,39802,5773,17577,270.31
486.5,26.55,38455,3093,17164,315.09
334.3,20.01666667,39674,2096,14112,340.25
680.9,41.85,45446,1693,17135,348.62
1082.2,73.56666667,42738,1500,10923,318.04
824.6,52.08333333,45503,2679,13120,294.26
790.4,49.25833333,42263,2899,15833,334.3
851,34.5,30661,1827,6042,175.15
709,41.66666667,34425,1369,6463,162.18
777.1,45.49166667,27041,2023,9466,225.02
1210.4,100.8666667,28275,2722,10381,230.73
290.9,24.24166667,28460,3951,11969,220.12
340,19.83333333,32692,2119,13238,221.93
487.5,27.59166667,36115,1713,11840,295.63
677.3,39.40833333,39475,1249,15679,244.3
786.5,53.3,36898,1297,9459,261.96
729.9,44.525,39310,2319,11344,251.91
602.3,38.26666667,36433,2505,13651,196.1
1235.8,70.65,75928,11533,29295,664.61
1132,66.75,83842,9128,30726,640.08
1511.3,94.6,111600,10110,28067,649.06
1716.7,95.30833333,117000,14027,31559,683.54
967.8,45.03333333,117630,17059,36194,689.91
957.5,54.09166667,117084,13205,44999,672.53
1334.5,77.44166667,116119,8542,35927,729.07
1096.3,62.99166667,100934,7098,37139,749.79
1471,106.7166667,78457,2736,19863,760.63
898.3,58.35,83379,4879,23978,744
717.4,48.575,77953,5309,29192,628.4
705,34.91666667,89032,10306,31534,549.09
376,20.83333333,97684,7907,30767,499.25
1106.7,53.225,80006,5848,24973,564.78
1135,94.58333333,83908,7886,26997,596.19
388.8,32.4,84345,11325,31225,456.87
800.9,45.51666667,88841,12773,40408,550.05
973.4,55.25,103030,9324,35054,583.62
759.9,41.90833333,93281,5433,33289,622.76
847.3,61.31666667,79803,2757,19929,654.34
613.1,39.13333333,84584,4907,24234,520.68
514.8,29.625,79824,5381,29875,274.07
2288.4,166.8666667,106561,6511,26036,667.2
1018,68.33333333,120182,5725,28253,546.71
236.8,19.73333333,93821,8768,25510,729.49
1255.4,99.14166667,98375,12254,29486,811.07
727,60.58333333,98896,14232,33623,775.59
615.4,37.49166667,91459,11170,36897,805.26
626.6,35.11666667,105027,8642,38502,876.12
1008.5,50.075,115077,4616,38052,876.76
1373.6,99.88333333,95866,3346,24301,949.18
928.5,47.41666667,101902,5968,29316,779.56
685.9,43.73333333,95187,6489,35648,741.14
870.4,46.61666667,57131,3726,15556,535.28
663,39.25,64168,2779,15860,410.64
1588.6,93.48333333,55204,3139,13675,584.26
932.7,77.725,57920,4332,15169,622.88
738.4,61.53333333,58211,5449,17447,477.82
553.3,29.75833333,60596,4870,32188,596
470.9,25.53333333,63538,2343,20480,678.51
657.8,37.36666667,74281,2055,24306,634.34
862.4,61.275,77871,2719,19757,662.6
561.7,32.9,82789,4851,23823,560.61
800.6,48.78333333,77287,5272,28946,533.16
634.6,30.96666667,21045,1336,8630,93.96
952,47.5,23575,986,8726,99.54
811,47.025,34876,2309,10962,94.06
1459.4,84.59166667,36446,2992,11521,111.68
823.3,54.76666667,36693,5243,13407,106.3
383,26.975,34907,4334,16347,98.59
648.7,34.63333333,36282,1655,11530,103.6
753.4,38.78333333,29522,620,7192,104.83
789.9,49.44166667,18190,653,4804,105.67
660.4,30.54166667,19494,1172,5672,125.84
468.7,26.1,17686,1245,6637,107.27
568.7,26.89166667,32517,1737,16490,156.72
497,21.66666667,36543,1306,15999,130.77
654.5,32.925,30607,1929,11697,173.33
809.3,67.44166667,31913,2555,12281,202.24
645.7,53.80833333,32160,4031,14296,125.14
700.2,50.65833333,43112,2237,15761,146.54
640,35.65833333,42034,1314,13637,172.11
784.2,39.75833333,50477,1474,18070,192.83
941.1,62.45,50675,1793,13117,218.23
616,37.325,54088,3210,15650,161.82
496.2,25.14166667,49789,3449,18664,138.22
672.6,30.71666667,34109,1929,12485,282.47
620,19.83333333,37863,1732,12886,239.36
660.5,36.13333333,48604,2000,15441,282.1
642.8,38.08333333,51026,2720,16712,318.38
320.5,15.975,51269,3727,19324,296.41
559.4,32.975,59286,3314,20212,285.87
581.5,30.9,57002,1810,15894,311.28
583.7,28.81666667,51466,1934,17268,338.49
919.9,55.575,45278,1575,11428,341.36
530,21.1,48089,2809,13818,310.62
328.3,18.03333333,45057,3062,16871,326.51
773.5,39.79166667,59031,5106,23988,247.99
954,42,65778,3937,23746,231.18
987.1,59.89166667,70230,3828,21760,244.7
1581.6,130.9166667,73737,5346,24099,255.45
949.5,60.69166667,74085,6236,27727,289.67
932.9,64.94166667,73432,6064,27135,314.28
884.5,52.34166667,88483,2817,28310,360.34
959.1,47.83333333,97506,2172,26710,388.54
1027.7,61.73333333,82862,2907,21175,414
717.9,36.39166667,88221,5194,25436,383.09
602,31.63333333,81945,5621,30700,346.41
707.5,32.20833333,33292,2072,17424,337.8
220,8.916666667,36635,1810,16600,319.95
343.5,22.875,63273,2103,17195,311.67
795.1,60.71666667,66227,2863,18417,348.96
635.4,46.69166667,66631,3903,21345,293.89
708,45.84166667,72094,5931,21733,288.7
964.1,57.13333333,61851,1463,19420,326.9
818.7,47.05,78593,3258,25444,354.64
771.1,43.28333333,77852,2742,20008,375.1
386.1,22.71666667,82979,4902,23962,279.49
648.8,31.69166667,76772,5289,28771,301.95
831.1,39.75833333,77168,7114,21452,421.84
800,34.58333333,85901,5388,21453,378.15
1015.9,52.025,86900,4244,12717,375.83
1521,126.75,91468,6067,15285,327.86
1162.7,67.20833333,91800,6022,17292,366.58
1173.2,75.78333333,74833,3984,24081,400.8
-1,0,81500,2003,17412,452.58
1140.8,63.78333333,116581,2832,32411,478.46
1260.8,83.58333333,101057,3525,25601,467.91
977.9,51.65,107409,6288,30895,428.28
920.7,54.63333333,100374,6840,37591,417.52
1289,55.58333333,82222,3747,21139,453.32
610,32.83333333,91259,3099,21727,331.23
906.7,36.575,80584,4572,25735,489.37
1267.3,105.6083333,84556,6448,29099,537.02
885.6,58.36666667,84978,7042,33334,517.46
495.3,27.16666667,88133,6608,33721,518.98
659.3,38.60833333,80783,4052,27355,547.45
961.7,40.85,82828,2896,31999,573.06
958.2,71.98333333,65154,2293,16709,586.77
545.4,30.98333333,69416,4096,20035,498.52
543.6,32.90833333,64316,4424,24101,431.45
1167.4,68.2,54205,2742,10228,457.33
569,24.83333333,60363,2314,10393,383.69
1076.1,56.63333333,69947,4507,18401,445.78
1098.4,91.53333333,73299,6128,19951,535.98
963,80.25,73707,8414,23060,441.09
725.1,41.26666667,66993,8170,26253,509.24
700.2,32.1,76116,4495,25381,526.48
938,44.09166667,101659,3110,30949,535.3
1287.9,84.25833333,96500,3366,24444,543.38
742.3,44.56666667,102563,6004,29501,476.73
596.3,37.03333333,95853,6531,35897,452.05
1336.4,70.61666667,35746,2918,15043,430.92
1030,52.41666667,39525,2493,15871,369.9
1475.5,83.15833333,43783,3596,15468,425.01
1269.5,74.96666667,45945,4927,17636,475.7
1215.6,72.20833333,46173,6461,20168,474.45
741.7,42.44166667,38391,6365,16160,475.82
557.3,31.08333333,42012,5086,19357,491.18
950,55.04166667,77257,5435,30569,544.28
1261.8,79.78333333,80091,2773,20072,531.06
1210.3,53.6,84945,4940,24361,541.57
931.8,59.29166667,79973,5405,29936,458.91
886.8,34.4,34748,2328,9572,332.36
783,29.58333333,38334,1932,9812,279.35
817.4,46.45833333,44895,1679,9280,326.12
1165.9,60.86666667,47088,2257,10202,350.95
696.5,37.775,47332,3301,11756,357.51
534.4,26.425,49794,3799,22406,363.21
526.3,30.66666667,49244,2376,16573,381.03
811.3,41.69166667,48102,2022,16204,410.64
1132,72.76666667,52344,1773,12688,386.45
591.9,32.89166667,55165,3141,15678,235.25
496,22.09166667,53100,3502,19847,309.77
472.1,23.00833333,32021,2184,8261,184.13
368,23.5,35619,1622,8834,179.46
639.7,34.25833333,37061,1795,11256,180.43
952.2,78.04166667,38775,2485,12440,214.64
629.7,25.84166667,39018,3058,14319,205.45
527.4,24.43333333,33486,2265,12434,195.82
650.5,37.75,32059,1830,11358,226.62
750,37.03333333,36774,1575,12000,240.99
1269.3,85.69166667,33952,1183,8586,237.79
784.2,44.54166667,36074,2110,10371,235.68
654.4,36.39166667,33749,2297,12638,224.34
1041.6,47.63333333,52070,6482,19571,443.06
675,31.16666667,57172,5520,20089,390.36
512.5,27.69166667,68508,2425,15892,252.79
1378.7,79.35,71927,3190,17017,349.52
998.4,83.2,72268,5200,19723,407.29
567.1,30.4,66853,5112,27442,422.32
749.2,43.71666667,67253,1920,18734,491.56
1002.6,51.45,68227,1792,25053,562.37
892.3,53.375,52825,1863,13602,517.97
760,32.975,56325,3332,16274,529.6
550.1,32.875,52041,3591,19504,513.41
911,46.25,59992,7088,15102,289.84
777,44.16666667,77476,7418,17466,310.06
1534.4,105.9666667,86606,9069,17578,303.18
1802.2,108.8583333,83619,10858,21984,341.47
1396.8,97.55,86912,7062,17713,388.93
2497.3,139.8583333,83050,10392,19859,337.26
2021.2,122.4666667,88696,7707,23377,377.12
1605.2,84.025,87910,5105,16113,398.26
2133.9,137.65,99845,5633,15165,394.42
1833.3,86.15,99653,5782,15094,401.82
1737.9,103.4,136005,4746,14512,431.22
812,34.33333333,457,25,142,39.83
743,44.75,407,48,175,38.95
1272.5,91.775,461,43,171,40.1
670.5,34.95833333,458,45,166,42.95
594,37.65,432,41,124,37.87
1428.9,88.35,473,100,154,36.41
1164.5,77.41666667,508,101,206,40.71
826.6,44.91666667,454,50,125,39.4
1163.6,75.45833333,521,48,132,38.04
1002.7,48.4,530,35,122,39.7
916.5,52.18333333,470,40,142,39.18
1108,46.08333333,323,33,191,49.94
981,58.75,337,43,169,43.72
11.9,0.991666667,405,70,194,47.73
795.2,34.81666667,431,77,233,42.13
1482.2,86.425,419,33,150,37.47
1678.5,97.04166667,358,91,129,35.91
1765.5,104.8,457,51,151,36.97
1494.2,87.76666667,593,58,216,34.18
1852.7,109.6916667,653,36,131,37.7
1453.7,82.08333333,712,44,139,33.74
1317.8,87.61666667,587,39,164,35.07
995,47.91666667,191,7,130,26.29
861,49,266,14,200,26.17
1144.9,60.8,196,8,128,34.07
942.6,49.05,235,13,145,30.76
562.7,27.54166667,172,7,134,28.69
1628.8,99.15833333,188,31,102,32.43
1489.1,90.825,211,24,116,27.22
1314.8,75.20833333,185,4,101,28.85
1912.2,113.075,183,14,93,26.64
1231.4,72.35,175,5,64,26.09
1336.6,79.00833333,114,0,58,28.12
1506,77.66666667,268,15,388,15.6
1207,65.58333333,290,27,441,16.71
2125.1,100.4916667,211,72,318,20.83
1333.7,73.225,174,10,197,19.36
1347.8,67.21666667,213,28,243,14.9
2125.7,140.675,160,80,235,17.13
2155.4,138.4833333,190,107,188,17.17
1367.3,85.13333333,130,43,131,18.6
2014.7,135.6,162,12,169,15.98
1315.5,70.56666667,157,38,186,16.5
1295.3,75.5,171,28,201,18.98
818,30.25,149,7,92,19.42
850,45.91666667,147,8,82,19.74
938.4,60.725,125,6,73,25.12
1012.8,61.21666667,142,4,95,25.19
483.5,31.23333333,87,7,87,16.77
1494.9,91.225,82,18,46,16.66
1093.3,70.35,120,22,46,18.41
966.3,63.66666667,106,4,32,16.01
1299.4,89.84166667,106,0,35,17.6
1045.1,57.975,104,5,42,18.99
922.8,58.25833333,111,0,55,19.88
1086,53.25,256,1,65,37.57
1063,60.91666667,264,13,98,30.42
727.6,33.58333333,362,11,145,21.49
718.7,34.83333333,462,15,212,22.2
1570.6,89.525,326,22,109,18.65
1459.1,88.20833333,394,35,135,18.44
1180.6,64.89166667,391,8,162,18.21
1069,70.29166667,387,0,124,17.91
973.1,51.76666667,451,15,147,17.36
981.6,63.26666667,400,8,106,16.76
1754,84.83333333,2920,136,842,25.83
1674,98.33333333,2642,112,672,29.48
2940.5,173.375,2537,73,731,26.95
2383,141.1666667,2604,112,782,24.01
1519.2,90.15,3180,1129,1833,20.52
2781.1,166.975,3325,1083,2430,21.83
2402.3,137.825,4045,445,697,23.08
2002,120.375,2927,47,1109,22.7
2717.6,168.1666667,3710,10,860,21.54
1705.7,101.7833333,4488,125,807,17.67
1582.9,90.65833333,4151,78,836,22.13
2874.7,192.15,6232,2349,3053,430.51
2079.9,131.8166667,7898,3675,3726,392.41
2954.2,213.3583333,7082,3894,3906,309.73
2919.7,197.1333333,7612,3522,3309,540.36
2466,167.4333333,9634,3923,3978,520.37
4093.9,301.6166667,9944,3633,3462,484.37
2299,151.575,9944,3633,3462,518.02
3069.7,226.3166667,7495,1352,1302,497.93
2556.1,171.6166667,8454,3007,1845,444.13
2973.3,198.45,8554,3377,2435,515.42
2526.7,173.6916667,20341,4789,4030,452.79
2279,164.1333333,6606,4146,4576,433.96
1640.9,119.8666667,10221,3631,4495,261.67
1896.5,121.9333333,7996,5349,4605,407.89
1756.4,113.15,13980,7645,7129,482.89
1602.4,93.00833333,17093,9765,5890,468.72
-1,-0.916666667,17851,10391,6112,670.09
-1,-0.416666667,21537,11113,6428,625.31
645,45.75,18156,5936,5067,690.2
498,41.5,23040,12020,6427,632.91
1373,105.1666667,24040,12919,7327,719.26
2069.2,140.6666667,7285,3504,5130,207.1
2254.6,149.6666667,5458,3184,3360,186.77
2377.6,145.4833333,6242,3715,3048,180.67
2448.5,160.8833333,6445,3019,2677,232.58
2151.4,144.5666667,7969,5133,3906,249.98
2633.9,182.225,8169,5073,3662,291.54
1863.7,116.6916667,8169,5073,3662,223.28
2382.6,159.025,5896,1116,2002,256.98
2352.9,157.975,8199,4547,2314,253.89
1810.8,132.4916667,8199,4757,2654,234.63
2312,165.6166667,16418,3866,3253,268.08
2810.6,193.1166667,26494,15665,14355,512.23
1943,136.1416667,27833,16059,12797,462.69
2344,156.35,20300,9547,10682,517.28
2756.9,191.9666667,23904,10709,9710,554.31
2173.6,139.5833333,24555,13120,9035,579.46
2266.3,179.7666667,25219,14762,8159,763.77
1631,102.95,28904,15484,8476,689.19
2037.5,138.8833333,27172,6501,7131,771.09
2011.8,150.275,28877,16106,7784,835.72
2067.9,143.4166667,30377,15256,10843,802.94
3101.8,238.8,32689,7698,6476,737.67
1737.1,127.6,21863,12267,14299,577.64
1188.8,85.96666667,22963,10369,10763,514.32
1889.4,122.7416667,29886,15691,15829,622.09
1599.6,113.6083333,30000,15806,10825,813.68
1432.4,89.10833333,30271,15249,11039,886.18
2121.6,158.0333333,31926,17866,11554,993.12
1350.4,81.41666667,42614,19798,12461,913.45
1892.3,129.05,37650,17334,9438,927.06
1428.1,103.1583333,40204,18922,11785,979.23
1723.5,133.4583333,40904,15902,12385,992.44
1920.3,143.6583333,29509,6948,5847,945.56
1123.5,78.68333333,689,331,355,185.28
925,54.175,859,382,291,179.46
1339.8,98.59166667,1062,461,561,190.46
1185.4,84.66666667,762,409,178,193.03
870,51.40833333,885,371,454,250.02
943.8,69.84166667,985,341,412,237.35
844.2,53.075,985,341,412,174.4
1030.5,74.925,3441,62,270,199.17
1252.3,83.075,724,441,294,219.92
1155.8,67.2,728,651,294,218.19
1216.1,86.925,3483,820,690,213.17
2815.9,192.625,932,310,468,216.77
2324.4,155.7083333,1908,797,778,270.24
3267.7,227.9833333,2108,813,544,345.12
2836.8,158.0166667,2648,813,544,368.12
2735,183.2,5303,1142,1095,439.02
2365.6,145.9083333,2043,3127,1631,389.72
2703.8,181.9166667,2043,4146,2785,392.43
2781.1,202.1666667,11169,2630,2212,383.71
-1,0,26,18,19,24.51
-1,0,48,12,28,18.55
940,78.33333333,47,16,34,26.73
-1,0,51,62,57,25.95
-1,0,92,67,73,28.87
1224.4,87.03333333,192,113,73,21.66
976.5,60.25833333,192,113,73,36.09
3012.9,185.2,270,38,163,36.96
1591.7,109.5583333,437,264,153,31.84
1599,98.25,437,454,163,34.51
1639,111.0166667,3977,937,788,31.83
1018.4,70.025,16757,6753,9104,427.95
1069.1,75.75833333,19409,9944,12308,364.38
1677.6,115,23509,14347,12837,431.45
1354.2,99.425,21870,11234,9183,459.34
714.4,46.26666667,20576,10593,9825,534.14
1448.4,107.0833333,20732,11312,9392,543.86
1127.5,73.95833333,24418,12035,9704,530.2
1245.5,81.75,22307,10064,6802,564.62
1132.2,74.39166667,24763,11835,5911,684.62
1340,88.36666667,25823,12505,7351,624.8
931.7,61.7,16753,3984,3320,668.99
1853.7,121.325,6732,3224,3638,482.46
1413.7,87.175,6344,2416,2822,332.8
1752.3,112.4083333,5752,2629,2677,425.69
1671.8,109.6083333,9263,3914,3658,565.59
1620.9,111.675,11884,7244,4378,648.81
2336.3,158.45,12184,7124,3862,650.67
1485,81.975,12184,7124,3862,613.36
1661.5,111.4333333,7377,1240,2607,703.63
1745.5,110.725,14306,9617,3451,691.05
1487.6,86.35,14606,10176,3841,658.9
1863.5,127.925,14970,3524,2966,665.27
672.5,35.88333333,1956,144,283,1.94
1183.1,74.99166667,1494,140,274,3.85
1250.7,75.95833333,1743,99,147,4.77
1298.7,83.56666667,1828,222,255,3.26
1029.1,56.80833333,1280,206,259,3
1069.7,62.95,1790,232,265,3.13
1124.8,80.76666667,2033,141,219,3.11
1009.1,63.7,2040,66,129,3.16
1162.6,79.78333333,2068,47,90,3.03
981.2,62.03333333,2137,51,99,3.3
1202,75.625,2130,97,191,2.97
1515.2,79.15,999,73,97,4.59
1397.3,97.825,1085,92,161,4.03
533.4,38.39166667,1073,59,80,3.35
477.5,28.575,1263,83,109,3.29
431.3,29.40833333,1090,99,111,3.03
1087.2,71.19166667,1108,108,103,3.16
1052.9,70.18333333,1092,64,86,3.14
1105.6,81.49166667,982,66,77,3.19
1310.5,93.78333333,1033,51,65,3.06
1190.4,84.59166667,1098,77,98,3.33
1541.4,103.2583333,1124,76,117,3
1717.9,92.66666667,12963,1642,3162,57.49
2049.5,124.7,13201,1816,3546,61.69
1610,101.825,14203,1658,2383,61.8
1805.3,110.8416667,15171,2676,3464,62.78
1209.9,67.25833333,13823,2330,3468,57.45
1611.2,105.9416667,13757,2478,2826,59.87
1875.8,126.5,14056,1927,2849,59.57
2250.6,137.225,14411,1182,2074,60.43
2403.5,144.7916667,14185,1391,2682,58.06
1519,89.15,15464,1332,2562,63.2
1996.4,114.3083333,14501,1667,3274,56.84
591.6,41.39166667,78,49,60,0.03
307.2,19.29166667,87,45,66,0.04
628.5,47.26666667,75,51,46,0.02
1055,85.91666667,104,57,61,0.02
459.7,36.15,88,82,75,0.02
710.5,56.29166667,96,81,87,0.02
1008,69.45,1757,964,928,1.93
851.4,60.86666667,1823,1160,1000,1.98
1446,99.575,2085,1262,1022,1.97
1178.7,84.85,2120,1428,1136,1.78
1746.5,121.1416667,2085,1651,1314,1.85
1319.6,97.8,1844,1160,1074,1.84
1284.3,92.00833333,2160,1128,787,1.87
1291.7,89.775,2033,1289,889,1.8
1156.6,81.3,1799,1551,1064,1.96
1253.6,84.81666667,2538,1645,1325,1.76
851.8,42.525,2740,323,628,8.28
977.2,61.80833333,2893,396,748,10.97
1173.8,81.15,2888,382,585,10.13
1492.1,101.4,3286,588,822,10.57
882.1,54.78333333,2721,463,830,9.94
1377.3,79.83333333,3024,452,590,10.36
910.5,52.60833333,2992,377,689,10.31
1051.2,61.10833333,3028,229,421,10.46
1250.3,88.74166667,3134,311,576,10.05
1344.2,82.44166667,3295,180,323,10.94
1382.2,79.13333333,2881,324,620,9.84
1263,63.65,4186,777,1198,29.17
1294,76.525,4495,812,1296,27.07
1472.3,91.03333333,4617,826,985,25
1300.5,85.50833333,4538,944,1020,27.41
965.2,64.99166667,3828,930,931,23.09
1483.6,92.09166667,4530,1093,1023,24.06
1464.9,99.58333333,4634,730,982,23.94
1443.2,84.69166667,4323,504,706,24.28
1573.6,98.34166667,4623,651,909,23.33
1620.7,101.9833333,4498,659,845,25.39
1524.5,93.08333333,4693,837,1116,32.84
1031.5,53.80833333,3319,3564,2667,1.97
1185.6,73.48333333,3382,3312,2478,1.89
1080.5,64.975,3062,5186,2752,1.16
1224.5,58.10833333,2206,252,490,7.22
1476,79.825,2267,302,590,12.01
1276.3,89.725,2414,354,549,12.81
1422.1,93.03333333,2698,357,500,7.78
974.9,55.13333333,2454,331,499,6.42
1903.9,111.4333333,2588,450,531,6.69
1099.5,60.3,2892,185,326,6.75
1807.5,116.85,3141,322,587,6.49
1360.8,78.94166667,3434,277,514,7.06
1186.8,72.05833333,3432,377,710,6.35
2985,203.1666667,4270,2551,2089,71.75
3053,217.5,3635,3801,2007,90.16
3113.4,194.4333333,4615,3580,2649,62.27
2584.9,160.35,6082,4646,3635,104.25
2458.1,162.9,6875,4252,3827,97.98
3058.5,215.325,6122,4678,3744,91.33
2602.3,185.4416667,7256,4680,4091,111.98
1845.7,131.1833333,6782,4645,3825,104.59
2823.9,182.1916667,7437,4910,3333,106.87
2469,176.1166667,6513,3612,2319,103.1
2345.5,175.8166667,9063,4430,2505,89.34
3367,195.9166667,6210,6503,3607,41.15
3479,233.6666667,6881,7498,3901,40.32
4112.1,249.6833333,8935,8518,3898,36.35
2455,164.2833333,10098,9864,4548,36.59
3524.3,172.3166667,12192,10994,5686,34.76
3500.7,211.7583333,9949,10145,5481,32.95
3473.3,218.4,13750,10379,7507,29
2666.9,182.575,12060,9893,6777,32.22
4022.4,235.6666667,9825,9277,5260,31.55
3533.5,208.8583333,11193,5791,4168,26.46
2980.8,181.4833333,13051,9727,4144,28.41
3221,217.25,13478,13233,5479,49.53
3880,274.6666667,18989,9907,5955,45.51
4046.2,242.7833333,15222,9013,5635,25.6
2874.2,194.6,15817,9022,6130,27.01
3220.5,198.875,13813,9635,6022,22.25
4071.5,281.75,14769,11261,8192,18.77
3371.4,230.5,16994,12010,10402,17.2
2610.2,186.6083333,13716,10760,7874,9.17
3658.2,235.975,14948,10342,6995,9.42
3435.5,232.1083333,12559,9159,6165,10.33
2891.5,210.3583333,15599,11079,5763,13.09
3039,202.0833333,15274,16149,9632,37.26
3725,260,16079,15512,10326,41.56
3490.7,214.1333333,19395,15837,9263,33.2
2533.8,164.8666667,23928,19906,13244,36.54
2363.8,150.8833333,24139,20613,13873,44.32
3671.4,258.5416667,24027,23416,16911,44.76
3289.1,229.4166667,24965,20234,14676,66.09
2298.7,162.1583333,25516,18452,13079,53.56
3605.6,237.6083333,26734,16766,11850,52.17
3349.8,238.2416667,17480,12874,8157,50.83
3004.2,224.7833333,18111,13463,8334,51.27
3163,192.1666667,7131,11943,3710,24.72
3777,262.3333333,11490,10894,4159,26.01
4701.2,290.7333333,9407,9372,3756,25.9
