avg_sunshine,avg_rain,nitrogen,potash,phosphate,production
3328.3,229.2083333,11432,11894,5073,27.56
3990.9,181.125,11949,11632,5290,25.8
3873.8,248,12732,11637,5642,21.91
3972.7,261.05,14459,12213,6539,19.53
2929.8,206.5416667,16136,10718,5781,23.52
3843.6,227.475,13394,11400,4713,23.79
3566.1,208.1583333,10476,9022,3115,20.39
2870.1,174.1333333,10335,9516,3597,18.98
2554,159.75,5074,5702,3127,31.38
3307,230.0833333,4703,5492,3098,33.12
3528.4,192.05,4398,5097,2547,21.75
2144.8,147.8166667,5414,7711,2906,23.27
2497.8,125.3666667,5363,6446,3125,19.89
2618.5,174.6333333,5860,7108,3499,21.07
2940.9,206.1083333,8506,6547,4434,18.58
1986,130.475,7843,6253,4014,15.38
3214.9,191.95,9145,6371,3572,19.71
3133.1,189.6916667,8373,6101,3323,22.28
2487.6,173.0083333,7092,6006,2800,23.65
2353,150.5833333,12931,7173,5118,266.63
2629,180.9166667,13643,7497,6258,270.1
3266.7,186.175,14559,7585,5824,244.24
1883.7,127.0583333,19850,12066,8755,240.14
2416.3,119.275,17938,11326,8683,266.23
2455.2,162.2333333,18216,11102,8880,218.16
2610.6,184.3416667,19562,10101,9112,224.41
1697.9,116.7,16577,9724,7100,189.23
2570.8,147.8333333,18792,8651,7675,238.07
2278.5,139.6916667,14678,5763,5679,236.4
1985.2,141.95,14660,6973,5813,228.46
2696,191.75,4209,3641,3623,23.58
2761,198.6666667,3228,4429,2966,19.68
2743.3,180.7666667,3820,4896,2691,12.62
2207.4,146.05,6129,7567,4394,15.69
2062.4,141.0416667,7102,7951,4246,15.69
2788.6,202.1916667,7679,8160,6273,13.79
2293.1,167.5083333,11605,12146,6987,13.76
1655.6,120.4166667,9871,9853,5958,8.97
2688.9,186.6583333,7816,9331,4647,10.78
2511.4,185.2916667,9101,4646,4304,10.72
2336.4,179.2833333,7822,7425,3050,11.75
3072,193.3333333,9994,5831,5076,72.95
3492,244.8333333,9466,6390,4457,65.04
3960.2,232.5,9444,6732,4071,59.38
2310.1,156.0333333,9790,8855,3939,71.91
3041,172.4166667,11602,8841,4776,63.85
3136.4,211.2416667,10943,7118,5065,53.08
3142.6,217.0833333,12620,8384,5576,62.32
2361.4,168.675,9658,7823,5091,67.57
3184,200.4583333,12422,8027,4683,66.65
2777.6,184.8,10160,4129,3459,76.02
2593.9,177.5583333,11170,5501,2879,78.89
1903,137.6666667,3914,3000,2782,11.03
2312,176.8333333,4269,3149,3521,10.08
2052.7,145.5083333,3440,1674,2389,7.18
1931.5,137.125,3194,2617,2391,7.27
1426.4,101.8416667,3787,3094,2649,7.56
2140.9,158.8333333,7385,2232,5313,6.92
1518.3,118.3916667,5395,2935,3115,6.14
1154.4,84.01666667,4984,2933,3481,4.1
1845.1,133.1,3851,1656,3109,5.33
1912,149.4416667,4010,724,2443,5.56
2252.1,182.625,4095,2413,2209,5.45
2071.1,138.9833333,32797,10330,15387,721.74
1773.8,117,33185,7348,16316,666.71
2228.3,146.3916667,34847,10341,21766,706.65
1701,119.7916667,37811,13400,26419,696.03
1462.4,89.575,37850,12145,24451,715.25
1264.5,84.25,39533,13379,23480,737.06
1487.5,114.5916667,39859,7680,18622,796.09
1129.6,79.88333333,29950,6043,12168,719.82
2189.9,162.5833333,31143,5672,15107,529.28
1803,113.1416667,44283,10850,21940,734.41
1260.6,66.89166667,34905,9785,17831,783.5
1146.7,60.28333333,11007,3274,4948,561.45
1718.7,95.11666667,12465,3118,5418,599.67
1245.2,85.4,13707,3546,6861,649.89
1641,108.8,16719,5496,6837,558.41
1612.7,55.75,18997,5194,8605,642.93
1114.5,61.98333333,16650,6190,9132,717.03
1144.7,78.81666667,18588,4835,7732,364.9
1129.9,74.13333333,19311,3912,8326,1193.17
1307.3,72.50833333,21461,4386,6886,1071.26
1227,62.24166667,31348,5675,14165,1073.18
941.3,58.80833333,19612,3690,7963,511.39
2011.2,116.4166667,25257,6211,8691,958.1
1927.4,124.05,28773,5484,9170,680.63
1911,139.8583333,29459,7720,11027,819.25
1853,131.0666667,38054,12333,26159,781.47
1841,94.00833333,30939,9920,17646,964.19
1390.5,92.66666667,28864,9030,15083,733.51
1502,106.25,32112,5803,12635,805.35
1803.8,109.3333333,29656,5318,12410,1076.68
1658.6,109.95,30634,5108,11170,630.32
1691.7,95.95,29635,6014,11089,910.11
1133.7,68.56666667,34975,7415,13632,806.7
1741.2,88.55,8129,1849,3301,407.34
1384.6,92.625,8649,1362,3232,318.88
1290,87.41666667,9491,2057,4019,313.26
1428.7,96.14166667,10036,2544,4373,319.43
1466.7,58.73333333,10762,2615,5110,276.38
1127.6,76.29166667,8537,2247,4633,178
1489.3,110.175,8595,1744,3809,274.2
1524.5,98.1,7893,1182,3506,402.23
1620,100.275,8124,1444,3987,398.64
1388.8,70.55,9325,1736,4582,550.87
1097.4,61.875,8802,2006,4747,199.94
1359.1,93.88333333,28568,4614,5296,392.26
1482.6,91.55,26816,4573,5982,648.93
1284.6,97.14166667,29415,4149,5908,696.05
1161.9,78.025,30221,6258,8844,518.16
1174.3,58.11666667,31224,4748,8722,620.4
1476.8,111.8333333,34125,6168,9791,514.88
1295.9,83.675,37739,2315,9178,525.84
1333.2,81.025,27952,2867,5587,772.5
1016.1,72.33333333,33434,3113,8400,501.53
1398.1,86.8,20026,3956,8410,416.15
2244.3,118.975,23577,4613,9237,414.19
1752.3,126.9083333,25268,4334,11339,563.16
1885.4,131.7666667,26600,8240,12224,500.73
1518.1,53.08333333,22378,6903,13170,551.81
1541.2,91.01666667,26750,7834,16674,839.62
1294.6,78.71666667,27530,4141,13776,861.05
1577.7,102.5583333,28146,4543,10916,830.89
1539.3,81.225,27828,5317,12134,746.19
1181.1,77.55,27515,4047,11756,300.97
1618.6,97.89166667,6152,1479,3783,286.82
1551.2,104.1916667,6541,977,4287,264.93
1920.4,122.125,7953,1079,4536,341.02
1647.8,109.6166667,6484,1108,3506,278
1321.7,71.70833333,7286,1205,4506,282.17
1213.4,78.50833333,6350,1374,3935,194.97
1909.7,137.1,6654,789,3766,293.73
1377.7,95.36666667,6965,892,2846,283.99
1694.9,109.8416667,8030,919,4197,272.65
1336.3,73.825,8478,1437,4771,412.75
1049,60.1,9167,1752,5877,206.98
1345,89.725,22186,7156,7702,636.35
1952.4,121.9583333,27637,6914,8689,677.73
2351.1,172.45,30624,8767,9984,754.64
1298.8,89.11666667,35354,10397,11120,619.52
1263.7,64.325,38948,9149,14202,617.83
1533.3,95.26666667,40042,14849,17178,873.99
1565.3,98.675,50814,8152,17816,871.13
1640.6,107.625,50755,11635,17147,1119.39
1805.6,101.1083333,46349,10243,16293,978.68
1536.1,119.2833333,49946,6682,17207,609.13
1670.5,108.8833333,9851,1999,4466,472.21
1821.3,118.3916667,11435,1868,4543,501.43
2026.4,122.6833333,11989,2441,5532,574.85
1763,122.325,11741,3461,6642,542.59
1405,83.49166667,12053,2669,7650,458.72
1669.4,128.2416667,13469,2241,6894,563.67
1352.3,89.98333333,9258,1275,3121,495.92
2273.9,151.6166667,14227,1748,5274,424.21
1661.4,100.8083333,13964,2313,6109,687.42
1948.5,123.7416667,3057,731,1206,178.96
2369.8,144.575,4132,874,1676,191
1810,134.2833333,4557,734,1556,182.35
1686.2,120.6083333,5359,1234,1986,167.13
1661.1,65.18333333,5249,1280,2266,185.12
1533.3,98.20833333,4945,1096,2077,150.21
1340.8,94.83333333,4613,842,2178,120.19
1597.8,108.1083333,5403,809,2325,246.92
1564.6,94.66666667,5389,858,1960,193.98
1512.6,81.5,4938,821,2140,221.6
1527.5,99.49166667,22348,5799,4973,658.04
1932.7,119.5416667,23535,4886,3861,598.7
1453.7,111.3583333,21853,4974,4730,620.46
1419.5,90.43333333,22865,7940,9252,502.43
1507.1,72.30833333,21960,6175,9694,615.35
1513.1,112.5916667,19941,7157,9068,593.22
1051.8,67.85833333,23713,4988,7993,434.65
1275.1,84.425,21563,4493,7874,759.04
1540.6,105.8666667,20339,4215,6335,364.58
1476.6,79,19059,3587,5677,692.52
1057.2,69.80833333,20370,4447,6518,493.49
1698,89.39166667,48857,12196,20382,1029.07
1790.7,111.7666667,44317,10644,17669,1088.36
1581.1,102.9416667,46368,11745,25871,1128.08
1879,115.375,49409,15507,26168,1131.5
1177.5,52.63333333,45476,14785,27538,943.8
978.4,57.04166667,50019,15134,30915,993.07
1639.3,107.8833333,61044,11687,30308,1016.49
1964.7,127.925,60488,11354,27227,1586.6
1410.7,76.26666667,52881,11704,23572,1240.17
1564.6,95.4,43361,7130,17967,1567.98
1272.4,67.425,59070,10954,26433,837.19
1242,77.04166667,4979,1031,2504,244.48
1213.8,64.825,5476,910,2687,276.95
1651.8,99.81666667,6574,1145,3637,305.16
1496.2,89.38333333,7114,1252,4398,300.56
1580.7,109.1833333,8726,631,4111,346.84
1518.2,101.1833333,8473,1083,3616,474.43
1504.2,87.4,8892,1232,3950,411.87
1245.1,68.725,7548,1250,3771,496.44
1250.2,63.025,9311,1534,4002,228.15
1691,104.625,73358,35180,44015,1562.67
1604,89.45833333,53799,22752,24338,1637.07
2001,118.2833333,64551,25015,29770,1541.4
1553.7,106.5333333,67357,35752,33455,1656.9
1374.7,90.2,67172,39387,42257,1463.8
1282,87.54166667,69949,35078,46619,1462.91
1840.4,127.9333333,75373,25803,40690,1500.62
1358.2,88.45833333,79425,19098,34088,1553.5
2064,145.1166667,65221,22121,23967,1658.81
1424.6,90.96666667,73668,25600,34956,1702.5
1726.4,84.85,74307,28064,38076,1602.26
1166,77.5,34713,15145,18815,732.44
1143,69.58333333,51539,19694,19666,677.7
1692.9,101.7916667,49715,15687,20835,683
1480.2,98.25,52170,24466,22234,799.5
1496.5,105.1916667,52896,26340,26031,664.9
846.2,61.60833333,48862,22061,29969,650.47
1413.4,97.93333333,58995,18700,27668,744.49
862,54.6,63812,17927,25307,668.3
1287.8,92.225,57838,14772,18231,734.42
1096.8,74.475,54903,15588,20039,780.86
1408.1,74.31666667,61067,13959,26339,743.07
1135,62.5,34420,14280,18153,1189.59
1372,87.33333333,79995,23297,34223,1030.7
1726.6,103.95,71884,26045,34014,1142.4
1173.8,66.275,77195,32019,35425,1123.7
1351.3,97.15,82805,36944,42723,1040.4
940.7,69.98333333,75695,29819,45054,861.73
1741.3,124.6083333,85155,22685,42424,957.31
979.5,57.21666667,81870,18401,38634,973.7
1228.2,92.73333333,70132,14011,18486,1116.7
1175.6,74.625,75949,18769,28565,1190.49
1673.5,86.09166667,82422,21009,36741,1257.25
1183,78.58333333,66095,25985,34518,1968.49
1446,79.08333333,83379,37766,53922,1966.99
1754.8,104.8083333,80895,41038,60654,1858.6
1638.3,101.5166667,83574,50454,59661,1876.2
1296.6,86.85,85175,48636,62389,2051.2
989.2,66.53333333,68631,38294,57644,1665.94
1517.6,104.8416667,77511,35037,53011,1749.32
1276.6,71.00833333,80848,27030,54189,1922.46
1535.5,115.8333333,71384,30932,30475,2016.62
1134.4,71.15,81802,38121,48399,1896.03
1546.5,79.93333333,85634,41386,53248,1949.43
1206,62.5,32185,13435,18340,1116.34
1605,86.5,42917,15270,22997,1199.44
1712.4,100.3833333,51161,14164,24155,1220.7
1399.3,83.54166667,45254,18075,24596,1212.4
1238.6,83.94166667,43215,20182,26462,960.5
1023.9,66.63333333,46357,16959,28463,747.95
1544,112.3416667,50041,17469,25738,1126.8
1052.8,60.69166667,47628,12692,22853,1084.23
1374.3,100.3083333,40606,14464,16839,1274.1
1144.4,62.73333333,48596,15851,19896,1261.88
1659.2,80.05833333,48099,14503,20158,1340.67
1161,71.33333333,23140,11960,19652,1013.45
1313,82.75,36551,14564,24599,1138.01
1814.6,99.28333333,38080,16407,26397,1173.6
1557.9,93.28333333,36118,19662,24950,1025.8
1300.1,82.73333333,33223,22456,27273,1004.9
1040.6,71.65833333,29263,17194,26586,507.49
1880.6,141.4166667,31827,16175,24844,1119.51
1350.7,87.44166667,38485,13134,29326,1033.74
2140.5,154.225,30652,13936,13599,1045.36
1075.5,63.48333333,35448,17887,22312,984.16
1127.2,54.975,39567,17066,27131,990.64
1171,78.91666667,58915,21842,23880,849.95
1129,68.83333333,53629,43798,48175,846.82
1759.7,107.2583333,54358,42098,46844,845.1
1424.3,90.4,49738,46247,51417,876.3
1156,79.425,54600,45573,54362,861.3
1033.5,74.83333333,54485,42844,56969,904.16
1485.2,103.3083333,57998,40695,53590,806.84
1089.8,68.06666667,61917,39118,52617,793.04
1365.3,95.325,47367,31927,28531,807.73
1114.4,72.875,54853,38296,41744,860.05
1549.1,73.125,60218,42199,48881,871.28
1583,108.1666667,32920,13375,17405,286.01
1513,84.33333333,8775,4854,6574,243.55
2077.7,109.9416667,8566,3750,5117,259.2
1707.5,116.2416667,9707,6270,6396,207
1307.3,78,11061,6217,7136,191.2
1244.9,86.00833333,10128,5937,8339,304.76
1462.5,100.55,12627,6000,8932,225.33
1205.9,80.425,13941,7339,7348,286.83
1854.9,128.725,10532,3728,3469,275.13
1232.3,83.95,11449,5660,7287,320.39
1690.4,69.66666667,12104,4436,6903,222.22
3051,188.9166667,29405,17372,20264,394.62
3017,188.0833333,18954,11419,13497,418.96
3507.8,215.7083333,20147,10227,12536,372.4
3559.3,216.675,33170,29549,19117,391.2
3137.8,203.275,49053,41681,28413,435.3
4146.2,248.4583333,50974,27968,31335,493.74
3035.1,175.8666667,61832,26350,27109,469.65
3820.8,225.825,62106,22441,25993,492.88
3472.7,198.4666667,58299,25927,14487,523.15
3055.1,224.0583333,61806,27273,22698,561.85
3370.6,244.2083333,67370,30571,25135,556.42
2466,155.5,19194,7951,9605,58.63
3015,197.6666667,27122,6473,8840,58.65
3285.3,185.0416667,29224,10946,8749,59.5
3316.1,214.8,14479,6279,2192,68.7
3009.1,186.9916667,12491,5285,2541,75.4
3538.6,213.1,11660,7225,5031,77.8
3338.5,189.0166667,7804,2426,7537,75.84
2969.5,172.2833333,1864,1034,765,67.56
2970.5,186.95,163,0,31,72.3
2943.4,204.4416667,0,0,0,68.54
2930.1,195.7333333,0,0,0,76.95
1556,85.5,30584,13700,17365,636.12
1329,92.41666667,51134,20545,22483,470.63
1554.1,83.95,46667,16665,15402,480.4
1503.4,87.25833333,52745,26997,21641,656.8
1325,88.575,52768,28425,21044,614.5
1189.8,81.40833333,54298,20428,24388,630.48
1395.2,96.05,50925,16774,23736,611.97
891.3,51.20833333,54962,15946,24009,644.57
1237.6,89.775,45627,11492,13458,704.37
1303.4,82.35833333,59198,17412,23141,707.57
1538.9,93.31666667,61792,17622,24722,705.36
5007,363.9166667,32570,18652,22050,545.58
2149,135,17465,8000,9723,445.79
2420.3,150.5916667,20816,8273,9289,518.8
2830.6,183.9833333,20210,14919,10607,500.4
2316.1,163.2583333,19592,13472,13721,561
3338.9,210.35,21167,10812,14746,656.87
2627.8,153.3583333,25387,8743,14958,600.69
3354.3,218.5916667,29131,7758,11302,670.26
2445.6,143.9666667,22420,7546,8871,727.97
2419.5,176.925,18511,7676,11670,720.1
2699.7,200.275,25412,8375,13171,722.23
1045,66.08333333,16110,11420,15700,528.9
1276,74.58333333,7766,1708,4160,731.4
1783.8,99.65,7719,1137,4127,768.2
1383.4,83.21666667,10321,1671,3341,744.2
1165.8,72.675,9080,4005,5416,598.8
901.3,63.46666667,10383,2968,4671,261.75
1763.3,128.4583333,10525,2321,4653,732.35
1400.9,89.325,12636,2527,5421,730.73
1781.1,127.875,9418,1138,1302,731.54
1026.7,63.31666667,6712,2194,3169,599.42
1208.7,53.75833333,9047,1496,4513,500.44
1936.5,134.6666667,88560,31381,50338,2416.32
1569.5,96.04166667,95305,52402,65561,2844.06
2264.9,122.7416667,88921,54356,67273,2620.7
1904.9,135.025,85320,64658,65713,2736.6
1320.7,86.68333333,87423,66917,72746,2794.6
1412.8,93.875,83419,55646,71906,2947.41
1490.8,99.65833333,98720,51336,82781,2784.21
1349.1,88.93333333,100573,52816,80542,2940.45
2053,142.4583333,87939,49669,44387,2618.92
1451.8,93.06666667,95279,52615,69792,3152.73
1550.1,75.69166667,105669,49762,78885,3215.01
1868,120.7083333,39223,18829,27685,1211.69
1208.5,78.08333333,50105,17924,27497,1036.13
1564.9,92.51666667,51839,18626,20599,1175.5
1229.1,61.75833333,60881,28632,34677,1161.6
1146.7,27.14166667,70140,41006,34834,1022.8
1448,51.6,77103,30636,43861,1216.16
1596.5,112.1583333,77930,28517,42885,1105.35
1317.5,72.21666667,94803,25469,41281,1084.49
1375.2,94.1,75363,29293,26796,1069.76
1343,87.93333333,78669,36297,37151,1120.63
1140.1,77.36666667,105850,35441,47303,1195.03
1128.5,90.18333333,89420,15149,17481,490.22
1473.6,121.8083333,116892,18764,27165,703.51
1452.4,82.1,121712,14362,34236,901.33
1230.1,58.6,134390,11280,39663,884.17
1266.4,82.26666667,113383,10441,21746,680.3
1261.6,85.15833333,119273,17140,29563,869.69
1021.7,68.86666667,151471,15053,38969,568.41
1830.3,93.175,111016,21118,35619,436.73
1385.2,92.175,108039,14281,34543,651.88
1017.4,58.11666667,127660,11034,31706,650.25
1043.6,67.74166667,98849,11417,20987,607.61
947.7,78.975,71181,13515,24105,497.81
844.4,70.36666667,69975,16308,22047,450.9
1262.4,79.15833333,84034,8573,29319,630.23
1055.8,54.31666667,96177,7292,29920,460.01
785,52.275,78155,9619,20530,399.58
1146.2,73.80833333,81869,10616,23785,645.79
863.2,57.075,109165,9143,30061,490.02
843.2,70.26666667,11312,2434,2417,230.06
973.4,81.11666667,19780,3247,5148,207.17
1346.1,112.175,21131,3863,4583,329.46
1061.5,88.45833333,19616,6488,5952,271.45
931.4,77.61666667,24079,5975,6737,239.99
1121.2,51.60833333,23196,6023,6384,214.71
1360.8,86.16666667,27855,4822,8254,332.12
655.9,41.925,33656,3933,9218,345.23
1189.1,80.3,30623,4722,8434,316.59
519,28.63333333,32829,6957,8610,367.33
785.8,50.76666667,44753,7641,14838,345.27
1892.2,117.525,70814,22665,20941,463.41
1440,79.1,79037,16528,22636,475.28
2042.2,118.6916667,97105,29240,26307,317.25
1770.4,112.85,93019,29136,24390,523.71
2092,116.8166667,98376,29380,34857,495.69
2302.3,134.0416667,105026,21862,42310,844.03
846.6,45.81666667,130710,17798,52851,964.87
1441.6,100.375,135114,28541,42299,1025.81
1113.1,73.61666667,131495,26991,35590,996.73
745.7,50.41666667,162594,26982,59820,776.83
530,44.16666667,53267,2326,9738,336.09
1111.6,70.7,76180,4274,16682,307.86
762.8,63.56666667,63076,8950,20278,364.35
800.1,43.45,63412,6889,17483,252.41
1211.2,79.26666667,61235,5469,18711,518.01
846.1,49.85,70723,3894,21738,599.32
921.8,68.925,51147,2415,9868,421.78
920.1,63.86666667,58272,3925,11351,521.42
683.3,39.40833333,77422,2751,16218,288.01
1020.1,57.9,76458,5310,17045,372.6
1667,94.33333333,81906,10071,21565,256.94
771.8,46.90833333,78503,10472,23265,135.51
1161.9,85.05,84043,7315,23500,515.01
933,44.15833333,86918,6700,19576,473.05
917.7,70.95833333,74085,3926,13736,249.87
1090.3,76.45,76676,3767,19583,380.22
608.8,29.81666667,103693,3865,25798,501.36
592.5,49.375,82601,14544,22614,352.06
1576,131.3333333,109782,14430,27752,327.64
1525.1,127.0916667,96851,23564,30770,503.07
617.8,46.775,111651,15142,37116,348.38
921.4,61.525,129569,15678,47343,360.51
981.9,63.56666667,107859,14739,27239,284.02
1325,69.175,118038,14001,29914,386.55
1103.9,77.21666667,141399,15574,41235,435.69
1192,64.825,27397,8368,7305,185.27
1305.7,87.99166667,39944,6552,8375,372.3
1499.5,108.0583333,49495,5670,7691,93.99
1495,97.4,46492,8964,10579,264.65
765.2,44.24166667,43942,8036,12231,189.38
1264.5,90.45,45810,5659,12532,471.72
772.4,38.4,46746,3647,13579,358.37
1294.7,95.99166667,45117,5445,7296,341.09
1178.8,58.54166667,55686,7303,9248,419.46
1253.5,74.45,58326,5735,16867,394.51
1215.4,65.83333333,34452,2788,12529,304.33
1753.3,90.65,26849,1540,13783,511.74
1618.9,93.84166667,27168,2850,14128,528.25
1258.5,70.04166667,29209,4784,15924,534.89
913.8,50.85,26802,3036,13730,243.47
720.8,50.3,39082,3737,13608,430.52
1146.5,67.55833333,33194,780,9416,443
934.8,66.875,23010,794,4433,388.89
1120.5,67.33333333,34115,1230,7544,452.21
1487.9,73.80833333,37794,1871,15670,249.3
650.7,37.23333333,146446,6610,37497,1726.82
930.3,70.425,129867,5047,23834,1690.29
854.1,55.15,130535,6097,28245,1619.59
455.5,25.38333333,156290,5041,36731,1605.57
1116.4,65.79166667,88073,3528,14614,829
1037.4,58.25,72764,3354,12824,1051.67
1109.9,68.86666667,100178,11729,24273,743.11
786.6,52.84166667,86152,7438,23586,332.92
683.3,40.05,86030,7760,24356,338.42
1259.7,93.875,102725,3748,19253,1293.08
1054.9,68.24166667,108160,2165,22507,1499.42
717.5,53.1,86916,1155,9432,964.36
912.2,55.35833333,96390,2957,18233,1427.25
702.3,39.14166667,117323,2761,26109,1137.68
1375.8,85.65,20610,693,8622,263.21
1653.4,93.8,17144,2351,9347,340.63
1384.1,83.10833333,17291,2250,8090,272.02
849.7,64.525,23941,2454,9060,286.95
851.5,48.65,19590,1222,4687,252.05
1091,79.15,18882,1236,3694,415.7
1370.2,82.43333333,16533,202,1451,290.1
1135.9,66.19166667,24879,1291,7672,191.96
1002.8,50.775,507,18,714,21.68
1452.3,86.05,1183,35,249,52.29
1804.4,97.475,641,12,117,80.27
1253.3,64,398,19,91,69.93
879.9,59.05833333,401,5,131,13.18
1316,94.59166667,1120,51,212,57.79
1140.4,67.83333333,1425,1,79,42.02
1270.6,91.55,1394,1,135,59.72
983.2,58.775,294,1,31,52.94
854.8,43.425,987,157,349,15.88
1141,62.55,14208,353,5422,102.88
974.3,57.575,14282,812,5363,86.5
894.1,56.54166667,14225,1075,7563,253.2
1184.2,88.51666667,18208,554,4495,137.2
1078.1,64.45833333,15560,438,5315,209.34
913,60.49166667,13802,532,3648,86.99
794.7,48.675,10114,129,633,48.98
1468.1,84.375,25933,1567,13730,537.03
1381.9,83.575,29116,3700,15997,656.94
1374.8,74.58333333,25554,4426,13094,685.76
1583.9,118.0833333,33511,4413,14120,666.56
1241.6,82.36666667,31327,1120,10400,670.11
1102.8,76.49166667,21591,1082,5010,714.66
901,55.7,27820,1667,9600,658.31
1693.9,101.0166667,3346,67,637,485.24
1734.8,94.33333333,1056,41,877,513.34
1394.1,95.525,1910,182,1186,429.12
1578.1,113.875,2144,124,513,485.46
1176.5,73.74166667,3763,47,304,517.22
1626.4,111.6,3796,43,392,579.7
1431.2,88.86666667,2925,14,327,586.63
1158.4,58.69166667,3367,155,815,264.71
